DyadID,ParticipantID,TrialNum,ROI,Coh_PRE,Coh_POST
8,2,9,Right,0.288204,0.301336
8,2,9,FrontoParietal,0.250151,0.307941
8,2,10,Frontal,0.303648,0.295158
8,2,10,Central,0.493432,0.467648
8,2,10,Parietal,0.353067,0.368431
8,2,10,Left,0.469000,0.460991
8,2,10,Right,0.323623,0.307471
8,2,10,FrontoParietal,0.310178,0.303285
8,2,11,Frontal,0.310143,0.297069
8,2,11,Central,0.425177,0.435891
8,2,11,Parietal,0.317280,0.316649
8,2,11,Left,0.441735,0.418889
8,2,11,Right,0.307529,0.285794
8,2,11,FrontoParietal,0.285510,0.274057
8,2,12,Frontal,0.279220,0.265041
8,2,12,Central,0.433951,0.431528
8,2,12,Parietal,0.324470,0.303860
8,2,12,Left,0.443862,0.384812
8,2,12,Right,0.300192,0.279430
8,2,12,FrontoParietal,0.294111,0.265356
8,2,13,Frontal,0.297209,0.294350
8,2,13,Central,0.500302,0.493060
8,2,13,Parietal,0.348107,0.337883
8,2,13,Left,0.487462,0.456589
8,2,13,Right,0.322678,0.288616
8,2,13,FrontoParietal,0.308813,0.282384
8,2,14,Frontal,0.328809,0.332296
8,2,14,Central,0.467712,0.387971
8,2,14,Parietal,0.330478,0.327689
8,2,14,Left,0.460631,0.446331
8,2,14,Right,0.326743,0.304763
8,2,14,FrontoParietal,0.305234,0.289139
8,2,15,Frontal,0.311069,0.280087
8,2,15,Central,0.446722,0.464448
8,2,15,Parietal,0.354848,0.303370
8,2,15,Left,0.460983,0.405209
8,2,15,Right,0.320451,0.304936
8,2,15,FrontoParietal,0.299934,0.267696
8,2,16,Frontal,0.306100,0.323824
8,2,16,Central,0.507039,0.413753
8,2,16,Parietal,0.340873,0.315785
8,2,16,Left,0.486575,0.469875
8,2,16,Right,0.296240,0.310345
8,2,16,FrontoParietal,0.304208,0.294034
8,2,17,Frontal,0.320954,0.277065
8,2,17,Central,0.438216,0.432040
8,2,17,Parietal,0.317648,0.325799
8,2,17,Left,0.441116,0.414376
8,2,17,Right,0.311626,0.287193
8,2,17,FrontoParietal,0.294564,0.277724
8,2,18,Frontal,0.272880,0.327378
8,2,18,Central,0.409373,0.399633
8,2,18,Parietal,0.307240,0.356028
8,2,18,Left,0.427142,0.503041
8,2,18,Right,0.295476,0.335924
8,2,18,FrontoParietal,0.277867,0.312960
9,1,1,Frontal,0.222928,0.229427
9,1,1,Central,0.243490,0.233542
9,1,1,Parietal,0.234824,0.269847
9,1,1,Left,0.220625,0.199166
9,1,1,Right,0.266220,0.308403
9,1,1,FrontoParietal,0.203345,0.222857
9,1,2,Frontal,0.223366,0.221055
9,1,2,Central,0.265561,0.228631
9,1,2,Parietal,0.272966,0.224578
9,1,2,Left,0.236071,0.206617
9,1,2,Right,0.274887,0.252052
9,1,2,FrontoParietal,0.213787,0.196368
9,1,3,Frontal,0.228062,0.231106
9,1,3,Central,0.213996,0.262333
9,1,3,Parietal,0.240062,0.254910
9,1,3,Left,0.198374,0.220069
9,1,3,Right,0.239681,0.269822
9,1,3,FrontoParietal,0.194692,0.200775
9,1,4,Frontal,0.218661,0.236163
9,1,4,Central,0.208746,0.238733
9,1,4,Parietal,0.215869,0.276452
9,1,4,Left,0.185347,0.215804
9,1,4,Right,0.264038,0.289148
9,1,4,FrontoParietal,0.196859,0.209855
9,1,5,Frontal,0.236359,0.214670
9,1,5,Central,0.248555,0.238640
9,1,5,Parietal,0.277334,0.250158
9,1,5,Left,0.237701,0.227460
9,1,5,Right,0.290821,0.261828
9,1,5,FrontoParietal,0.209273,0.201770
9,1,6,Frontal,0.242426,0.239858
9,1,6,Central,0.213919,0.233407
9,1,6,Parietal,0.266011,0.233843
9,1,6,Left,0.215386,0.204464
9,1,6,Right,0.277559,0.247719
9,1,6,FrontoParietal,0.198483,0.185550
9,1,7,Frontal,0.225866,0.218298
9,1,7,Central,0.239308,0.236626
9,1,7,Parietal,0.274956,0.274786
9,1,7,Left,0.198472,0.196744
9,1,7,Right,0.293254,0.297505
9,1,7,FrontoParietal,0.218799,0.214994
9,1,8,Frontal,0.222949,0.242300
9,1,8,Central,0.231091,0.220018
9,1,8,Parietal,0.251238,0.273026
9,1,8,Left,0.205598,0.245997
9,1,8,Right,0.251458,0.272553
9,1,8,FrontoParietal,0.201370,0.220038
9,1,9,Frontal,0.207655,0.225991
9,1,9,Central,0.275680,0.237490
9,1,9,Parietal,0.249028,0.243532
9,1,9,Left,0.210521,0.198480
9,1,9,Right,0.266040,0.266998
9,1,9,FrontoParietal,0.193338,0.208707
9,1,10,Frontal,0.232112,0.231539
9,1,10,Central,0.244508,0.264666
9,1,10,Parietal,0.249062,0.259597
9,1,10,Left,0.215639,0.233690
9,1,10,Right,0.275365,0.257218
9,1,10,FrontoParietal,0.209981,0.209464
9,1,11,Frontal,0.233112,0.222210
9,1,11,Central,0.318985,0.279171
9,1,11,Parietal,0.289132,0.268914
9,1,11,Left,0.254171,0.262067
9,1,11,Right,0.304109,0.282078
9,1,11,FrontoParietal,0.227772,0.212335
9,1,12,Frontal,0.229966,0.208865
9,1,12,Central,0.275627,0.252479
9,1,12,Parietal,0.288542,0.289124
9,1,12,Left,0.245738,0.227579
9,1,12,Right,0.275088,0.267134
9,1,12,FrontoParietal,0.214689,0.206603
9,1,13,Frontal,0.224314,0.206378
9,1,13,Central,0.224316,0.234426
9,1,13,Parietal,0.260184,0.236877
9,1,13,Left,0.199452,0.190269
9,1,13,Right,0.266759,0.260151
9,1,13,FrontoParietal,0.209949,0.200174
9,1,14,Frontal,0.233304,0.223590
9,1,14,Central,0.297315,0.257696
9,1,14,Parietal,0.265233,0.245558
9,1,14,Left,0.232090,0.212158
9,1,14,Right,0.255881,0.257286
9,1,14,FrontoParietal,0.191611,0.191942
9,1,15,Frontal,0.230115,0.220274
9,1,15,Central,0.300763,0.244466
9,1,15,Parietal,0.246726,0.251995
9,1,15,Left,0.247159,0.221228
9,1,15,Right,0.236655,0.269689
9,1,15,FrontoParietal,0.192026,0.207870
9,1,16,Frontal,0.216472,0.219597
9,1,16,Central,0.266026,0.228526
9,1,16,Parietal,0.266419,0.266615
9,1,16,Left,0.190203,0.201956
9,1,16,Right,0.294726,0.280356
9,1,16,FrontoParietal,0.198034,0.210555
9,1,17,Frontal,0.247395,0.233903
9,1,17,Central,0.340199,0.268746
9,1,17,Parietal,0.308259,0.341361
9,1,17,Left,0.271412,0.258517
9,1,17,Right,0.282261,0.312724
9,1,17,FrontoParietal,0.221806,0.245060
9,1,18,Frontal,0.227045,0.259970
9,1,18,Central,0.277434,0.296579
9,1,18,Parietal,0.340988,0.294155
9,1,18,Left,0.277299,0.263553
9,1,18,Right,0.302184,0.293362
9,1,18,FrontoParietal,0.248096,0.232649
9,2,1,Frontal,0.248867,0.256819
9,2,1,Central,0.243522,0.247020
9,2,1,Parietal,0.198245,0.170688
9,2,1,Left,0.254196,0.268547
9,2,1,Right,0.196044,0.177704
9,2,1,FrontoParietal,0.188958,0.192080
9,2,2,Frontal,0.296993,0.298957
9,2,2,Central,0.329889,0.282119
9,2,2,Parietal,0.185007,0.179577
9,2,2,Left,0.288926,0.261633
9,2,2,Right,0.212012,0.203533
9,2,2,FrontoParietal,0.202703,0.194774
9,2,3,Frontal,0.259805,0.327869
9,2,3,Central,0.259306,0.459463
9,2,3,Parietal,0.177443,0.293075
9,2,3,Left,0.258108,0.431364
9,2,3,Right,0.195837,0.246038
9,2,3,FrontoParietal,0.185243,0.304134
9,2,4,Frontal,0.301461,0.301089
9,2,4,Central,0.287160,0.328925
9,2,4,Parietal,0.164958,0.176062
9,2,4,Left,0.268029,0.294726
9,2,4,Right,0.186217,0.193165
9,2,4,FrontoParietal,0.188776,0.194599
9,2,5,Frontal,0.311109,0.276880
9,2,5,Central,0.315463,0.244110
9,2,5,Parietal,0.181986,0.188116
9,2,5,Left,0.283023,0.254826
9,2,5,Right,0.233099,0.204348
9,2,5,FrontoParietal,0.210125,0.192513
9,2,6,Frontal,0.275834,0.281647
9,2,6,Central,0.212124,0.310696
9,2,6,Parietal,0.181608,0.181665
9,2,6,Left,0.233344,0.260242
9,2,6,Right,0.208277,0.204700
9,2,6,FrontoParietal,0.197890,0.195869
9,2,7,Frontal,0.303803,0.345845
9,2,7,Central,0.292641,0.306549
9,2,7,Parietal,0.185780,0.213102
9,2,7,Left,0.289187,0.332990
9,2,7,Right,0.207952,0.224944
9,2,7,FrontoParietal,0.209029,0.233877
9,2,8,Frontal,0.297971,0.282147
9,2,8,Central,0.298556,0.317308
9,2,8,Parietal,0.190145,0.188488
9,2,8,Left,0.273348,0.300414
9,2,8,Right,0.209814,0.199249
9,2,8,FrontoParietal,0.201747,0.197589
9,2,9,Frontal,0.302629,0.331383
9,2,9,Central,0.244336,0.297635
9,2,9,Parietal,0.186957,0.214695
9,2,9,Left,0.283824,0.320032
9,2,9,Right,0.203430,0.240421
9,2,9,FrontoParietal,0.208920,0.241515
9,2,10,Frontal,0.298999,0.304521
9,2,10,Central,0.289956,0.258634
9,2,10,Parietal,0.193312,0.181764
9,2,10,Left,0.290732,0.287499
9,2,10,Right,0.210322,0.202132
9,2,10,FrontoParietal,0.211035,0.210820
9,2,11,Frontal,0.276922,0.272740
9,2,11,Central,0.300059,0.261098
9,2,11,Parietal,0.185082,0.176062
9,2,11,Left,0.278690,0.249615
9,2,11,Right,0.208349,0.211638
9,2,11,FrontoParietal,0.215549,0.188903
9,2,12,Frontal,0.296379,0.293066
9,2,12,Central,0.325686,0.287646
9,2,12,Parietal,0.196899,0.197776
9,2,12,Left,0.290817,0.318046
9,2,12,Right,0.216388,0.205886
9,2,12,FrontoParietal,0.208298,0.214441
9,2,13,Frontal,0.325780,0.308791
9,2,13,Central,0.322572,0.343645
9,2,13,Parietal,0.194227,0.202538
9,2,13,Left,0.303292,0.310926
9,2,13,Right,0.228803,0.215717
9,2,13,FrontoParietal,0.221583,0.218439
9,2,14,Frontal,0.301517,0.302844
9,2,14,Central,0.345846,0.306191
9,2,14,Parietal,0.195059,0.231368
9,2,14,Left,0.307243,0.310931
9,2,14,Right,0.213432,0.214066
9,2,14,FrontoParietal,0.212203,0.218373
9,2,15,Frontal,0.266056,0.293856
9,2,15,Central,0.291278,0.307017
9,2,15,Parietal,0.166102,0.182657
9,2,15,Left,0.257869,0.281852
9,2,15,Right,0.200289,0.212401
9,2,15,FrontoParietal,0.191206,0.195892
9,2,16,Frontal,0.334102,0.303061
9,2,16,Central,0.307330,0.305521
9,2,16,Parietal,0.201512,0.193657
9,2,16,Left,0.289062,0.281406
9,2,16,Right,0.257181,0.227289
9,2,16,FrontoParietal,0.227326,0.207081
9,2,17,Frontal,0.304083,0.318028
9,2,17,Central,0.321696,0.288298
9,2,17,Parietal,0.185186,0.195777
9,2,17,Left,0.271844,0.292864
9,2,17,Right,0.217076,0.247243
9,2,17,FrontoParietal,0.201128,0.224609
9,2,18,Frontal,0.292839,0.312612
9,2,18,Central,0.318658,0.372741
9,2,18,Parietal,0.180361,0.202207
9,2,18,Left,0.276002,0.315994
9,2,18,Right,0.210886,0.215304
9,2,18,FrontoParietal,0.196651,0.219000
10,1,1,Frontal,0.249770,0.307589
10,1,1,Central,0.281882,0.377127
10,1,1,Parietal,0.261932,0.278822
10,1,1,Left,0.373312,0.437456
10,1,1,Right,0.195470,0.227972
10,1,1,FrontoParietal,0.254451,0.282989
10,1,2,Frontal,0.280884,0.268869
10,1,2,Central,0.327263,0.323939
10,1,2,Parietal,0.291121,0.275122
10,1,2,Left,0.469160,0.431970
10,1,2,Right,0.198679,0.190155
10,1,2,FrontoParietal,0.269080,0.264734
10,1,3,Frontal,0.287538,0.261858
10,1,3,Central,0.319838,0.328414
10,1,3,Parietal,0.285659,0.278582
10,1,3,Left,0.428058,0.407854
10,1,3,Right,0.210858,0.204320
10,1,3,FrontoParietal,0.277271,0.262931
10,1,4,Frontal,0.271665,0.277168
10,1,4,Central,0.297547,0.327550
10,1,4,Parietal,0.265930,0.277839
10,1,4,Left,0.374485,0.429794
10,1,4,Right,0.231461,0.215948
10,1,4,FrontoParietal,0.258276,0.272466
10,1,5,Frontal,0.282547,0.281302
10,1,5,Central,0.356745,0.298800
10,1,5,Parietal,0.280647,0.257112
10,1,5,Left,0.430375,0.390438
10,1,5,Right,0.215980,0.207792
10,1,5,FrontoParietal,0.283957,0.256183
10,1,6,Frontal,0.272917,0.292989
10,1,6,Central,0.369080,0.401254
10,1,6,Parietal,0.264313,0.285900
10,1,6,Left,0.435335,0.470097
10,1,6,Right,0.199237,0.195095
10,1,6,FrontoParietal,0.260237,0.279991
10,1,7,Frontal,0.280230,0.274229
10,1,7,Central,0.366064,0.313392
10,1,7,Parietal,0.290185,0.269528
10,1,7,Left,0.441672,0.389006
10,1,7,Right,0.217298,0.205567
10,1,7,FrontoParietal,0.279759,0.252341
10,1,8,Frontal,0.304877,0.288178
10,1,8,Central,0.324111,0.358289
10,1,8,Parietal,0.292254,0.306974
10,1,8,Left,0.467295,0.478158
10,1,8,Right,0.211612,0.218886
10,1,8,FrontoParietal,0.284878,0.284758
10,1,9,Frontal,0.296037,0.301553
10,1,9,Central,0.300004,0.373869
10,1,9,Parietal,0.278994,0.313032
10,1,9,Left,0.434749,0.507040
10,1,9,Right,0.222197,0.216711
10,1,9,FrontoParietal,0.280621,0.303355
10,1,10,Frontal,0.285869,0.270503
10,1,10,Central,0.313746,0.305619
10,1,10,Parietal,0.283835,0.267710
10,1,10,Left,0.429506,0.389778
10,1,10,Right,0.203901,0.213921
10,1,10,FrontoParietal,0.273920,0.256371
10,1,11,Frontal,0.277440,0.273577
10,1,11,Central,0.335632,0.346731
10,1,11,Parietal,0.278693,0.267813
10,1,11,Left,0.440890,0.403037
10,1,11,Right,0.209352,0.199834
10,1,11,FrontoParietal,0.275537,0.245491
10,1,12,Frontal,0.291509,0.294859
10,1,12,Central,0.295632,0.287435
10,1,12,Parietal,0.260804,0.313757
10,1,12,Left,0.424670,0.430043
10,1,12,Right,0.200562,0.220082
10,1,12,FrontoParietal,0.255757,0.281697
10,1,13,Frontal,0.284460,0.265912
10,1,13,Central,0.303220,0.339368
10,1,13,Parietal,0.246268,0.256723
10,1,13,Left,0.392127,0.430852
10,1,13,Right,0.220050,0.200546
10,1,13,FrontoParietal,0.259503,0.267418
10,1,14,Frontal,0.305419,0.295268
10,1,14,Central,0.332049,0.320293
10,1,14,Parietal,0.253678,0.260750
10,1,14,Left,0.458607,0.424578
10,1,14,Right,0.204616,0.225289
10,1,14,FrontoParietal,0.268840,0.270072
10,1,15,Frontal,0.296852,0.295788
10,1,15,Central,0.312453,0.369538
10,1,15,Parietal,0.279185,0.311698
10,1,15,Left,0.433799,0.465751
10,1,15,Right,0.228136,0.224912
10,1,15,FrontoParietal,0.283771,0.301005
10,1,16,Frontal,0.287150,0.286691
10,1,16,Central,0.308881,0.352533
10,1,16,Parietal,0.257092,0.303557
10,1,16,Left,0.436082,0.474030
10,1,16,Right,0.189036,0.211951
10,1,16,FrontoParietal,0.262786,0.287404
10,1,17,Frontal,0.283920,0.294633
10,1,17,Central,0.329819,0.399158
10,1,17,Parietal,0.298507,0.282856
10,1,17,Left,0.427662,0.452887
10,1,17,Right,0.233389,0.204427
10,1,17,FrontoParietal,0.279345,0.280369
10,1,18,Frontal,0.306926,0.316813
10,1,18,Central,0.333252,0.335565
10,1,18,Parietal,0.301884,0.284268
10,1,18,Left,0.480752,0.457662
10,1,18,Right,0.228188,0.223271
10,1,18,FrontoParietal,0.305068,0.292556
10,2,1,Frontal,0.273090,0.287021
10,2,1,Central,0.187431,0.213581
10,2,1,Parietal,0.202287,0.209404
10,2,1,Left,0.297908,0.322977
10,2,1,Right,0.201755,0.200942
10,2,1,FrontoParietal,0.218127,0.233159
10,2,2,Frontal,0.284365,0.269388
10,2,2,Central,0.224050,0.220163
10,2,2,Parietal,0.204597,0.202995
10,2,2,Left,0.317674,0.275443
10,2,2,Right,0.199543,0.208510
10,2,2,FrontoParietal,0.232328,0.213328
10,2,3,Frontal,0.280316,0.270603
10,2,3,Central,0.222214,0.247710
10,2,3,Parietal,0.201387,0.208812
10,2,3,Left,0.293341,0.299436
10,2,3,Right,0.208246,0.216948
10,2,3,FrontoParietal,0.220770,0.219058
10,2,4,Frontal,0.252483,0.306590
10,2,4,Central,0.293219,0.326419
10,2,4,Parietal,0.210199,0.214452
10,2,4,Left,0.299032,0.343633
10,2,4,Right,0.208850,0.219238
10,2,4,FrontoParietal,0.220483,0.243888
10,2,5,Frontal,0.307574,0.306764
10,2,5,Central,0.332266,0.404611
10,2,5,Parietal,0.203464,0.204535
10,2,5,Left,0.332077,0.345058
10,2,5,Right,0.215396,0.210149
10,2,5,FrontoParietal,0.235782,0.221299
10,2,6,Frontal,0.297011,0.313804
10,2,6,Central,0.339288,0.353639
10,2,6,Parietal,0.199585,0.208509
10,2,6,Left,0.335239,0.339504
10,2,6,Right,0.197590,0.227618
10,2,6,FrontoParietal,0.236492,0.230736
10,2,7,Frontal,0.243476,0.263947
10,2,7,Central,0.245779,0.237005
10,2,7,Parietal,0.197894,0.217227
10,2,7,Left,0.270902,0.287676
10,2,7,Right,0.198447,0.222207
10,2,7,FrontoParietal,0.212470,0.222806
10,2,8,Frontal,0.257476,0.290540
10,2,8,Central,0.221364,0.274444
10,2,8,Parietal,0.209613,0.217481
10,2,8,Left,0.293575,0.325932
10,2,8,Right,0.195995,0.220866
10,2,8,FrontoParietal,0.223029,0.242702
10,2,9,Frontal,0.286986,0.297183
10,2,9,Central,0.264753,0.221950
10,2,9,Parietal,0.227793,0.210544
10,2,9,Left,0.342671,0.341603
10,2,9,Right,0.216533,0.207933
10,2,9,FrontoParietal,0.239496,0.243280
10,2,10,Frontal,0.263437,0.283605
10,2,10,Central,0.237882,0.237374
10,2,10,Parietal,0.213291,0.225672
10,2,10,Left,0.306218,0.325717
10,2,10,Right,0.199384,0.215944
10,2,10,FrontoParietal,0.218979,0.236326
10,2,11,Frontal,0.274416,0.279466
10,2,11,Central,0.242640,0.206556
10,2,11,Parietal,0.227397,0.217703
10,2,11,Left,0.333878,0.315491
10,2,11,Right,0.225820,0.214874
10,2,11,FrontoParietal,0.237825,0.229988
10,2,12,Frontal,0.306832,0.285689
10,2,12,Central,0.216032,0.240068
10,2,12,Parietal,0.237930,0.207465
10,2,12,Left,0.318527,0.318986
10,2,12,Right,0.232579,0.197525
10,2,12,FrontoParietal,0.250473,0.230366
10,2,13,Frontal,0.259799,0.295134
10,2,13,Central,0.229289,0.229199
10,2,13,Parietal,0.192679,0.229237
10,2,13,Left,0.288497,0.326954
10,2,13,Right,0.187049,0.209018
10,2,13,FrontoParietal,0.216623,0.239652
10,2,14,Frontal,0.292366,0.300652
10,2,14,Central,0.229459,0.270673
10,2,14,Parietal,0.203594,0.206838
10,2,14,Left,0.311315,0.338031
10,2,14,Right,0.205362,0.233194
10,2,14,FrontoParietal,0.228940,0.233211
10,2,15,Frontal,0.295178,0.313557
10,2,15,Central,0.249751,0.289318
10,2,15,Parietal,0.219052,0.225907
10,2,15,Left,0.333602,0.343839
10,2,15,Right,0.217111,0.231301
10,2,15,FrontoParietal,0.233500,0.246779
10,2,16,Frontal,0.319564,0.341024
10,2,16,Central,0.321149,0.374122
10,2,16,Parietal,0.223266,0.228450
10,2,16,Left,0.367562,0.405285
10,2,16,Right,0.224055,0.235363
10,2,16,FrontoParietal,0.259593,0.267015
10,2,17,Frontal,0.274618,0.275614
10,2,17,Central,0.224824,0.248404
10,2,17,Parietal,0.204893,0.228343
10,2,17,Left,0.306866,0.322311
10,2,17,Right,0.214176,0.225747
10,2,17,FrontoParietal,0.231037,0.235899
10,2,18,Frontal,0.263215,0.338537
10,2,18,Central,0.221563,0.238791
10,2,18,Parietal,0.231560,0.215326
10,2,18,Left,0.305453,0.321202
10,2,18,Right,0.226427,0.224452
10,2,18,FrontoParietal,0.240144,0.235338
11,1,1,Frontal,0.270703,0.228831
11,1,1,Central,0.345206,0.328373
11,1,1,Parietal,0.283930,0.265908
11,1,1,Left,0.276548,0.289625
11,1,1,Right,0.325825,0.261706
11,1,1,FrontoParietal,0.260202,0.228588
11,1,2,Frontal,0.247085,0.249683
11,1,2,Central,0.349422,0.297372
11,1,2,Parietal,0.285635,0.262547
11,1,2,Left,0.279364,0.328428
11,1,2,Right,0.288509,0.266597
11,1,2,FrontoParietal,0.241405,0.244684
11,1,3,Frontal,0.237887,0.245346
11,1,3,Central,0.233314,0.313197
11,1,3,Parietal,0.237665,0.246392
11,1,3,Left,0.267109,0.316404
11,1,3,Right,0.273134,0.251314
11,1,3,FrontoParietal,0.223250,0.230614
11,1,4,Frontal,0.267027,0.258008
11,1,4,Central,0.321971,0.408693
11,1,4,Parietal,0.242401,0.294942
11,1,4,Left,0.318551,0.310134
11,1,4,Right,0.256174,0.313493
11,1,4,FrontoParietal,0.233934,0.258077
11,1,5,Frontal,0.255171,0.245157
11,1,5,Central,0.236143,0.294183
11,1,5,Parietal,0.268384,0.240197
11,1,5,Left,0.332881,0.266954
11,1,5,Right,0.258626,0.262407
11,1,5,FrontoParietal,0.240330,0.219242
11,1,6,Frontal,0.234267,0.256998
11,1,6,Central,0.247178,0.261848
11,1,6,Parietal,0.245828,0.234356
11,1,6,Left,0.255772,0.285868
11,1,6,Right,0.264458,0.256053
11,1,6,FrontoParietal,0.218718,0.231237
11,1,7,Frontal,0.330097,0.259725
11,1,7,Central,0.636795,0.467193
11,1,7,Parietal,0.393428,0.349806
11,1,7,Left,0.456830,0.360518
11,1,7,Right,0.390611,0.339588
11,1,7,FrontoParietal,0.333391,0.279531
11,1,8,Frontal,0.297731,0.265423
11,1,8,Central,0.581555,0.529885
11,1,8,Parietal,0.381098,0.345739
11,1,8,Left,0.457620,0.422180
11,1,8,Right,0.355473,0.334541
11,1,8,FrontoParietal,0.313977,0.286549
11,1,9,Frontal,0.265152,0.280882
11,1,9,Central,0.440385,0.463942
11,1,9,Parietal,0.290428,0.314388
11,1,9,Left,0.358037,0.335205
11,1,9,Right,0.333983,0.357141
11,1,9,FrontoParietal,0.269904,0.274159
11,1,10,Frontal,0.235706,0.257085
11,1,10,Central,0.299561,0.359582
11,1,10,Parietal,0.235008,0.247497
11,1,10,Left,0.283213,0.303477
11,1,10,Right,0.286448,0.315602
11,1,10,FrontoParietal,0.230469,0.247599
11,1,11,Frontal,0.251877,0.262733
11,1,11,Central,0.232139,0.295789
11,1,11,Parietal,0.230097,0.240220
11,1,11,Left,0.273571,0.281980
11,1,11,Right,0.250813,0.278416
11,1,11,FrontoParietal,0.215149,0.234819
11,1,12,Frontal,0.264800,0.237672
11,1,12,Central,0.275129,0.247765
11,1,12,Parietal,0.258731,0.215692
11,1,12,Left,0.277271,0.273141
11,1,12,Right,0.284832,0.240067
11,1,12,FrontoParietal,0.234806,0.210807
11,1,13,Frontal,0.324250,0.338823
11,1,13,Central,0.519708,0.603787
11,1,13,Parietal,0.352029,0.422240
11,1,13,Left,0.393047,0.480119
11,1,13,Right,0.385996,0.391248
11,1,13,FrontoParietal,0.319661,0.364357
11,1,14,Frontal,0.303266,0.346111
11,1,14,Central,0.559388,0.608014
11,1,14,Parietal,0.370257,0.391965
11,1,14,Left,0.388155,0.438770
11,1,14,Right,0.371190,0.417269
11,1,14,FrontoParietal,0.310598,0.357732
11,1,15,Frontal,0.261036,0.279954
11,1,15,Central,0.504206,0.461135
11,1,15,Parietal,0.334754,0.333457
11,1,15,Left,0.359356,0.383660
11,1,15,Right,0.320419,0.343736
11,1,15,FrontoParietal,0.280599,0.281562
11,1,16,Frontal,0.270101,0.299890
11,1,16,Central,0.418866,0.536254
11,1,16,Parietal,0.277423,0.328322
11,1,16,Left,0.345407,0.385559
11,1,16,Right,0.285002,0.333313
11,1,16,FrontoParietal,0.254450,0.291917
11,1,17,Frontal,0.294636,0.263118
11,1,17,Central,0.393212,0.339371
11,1,17,Parietal,0.277608,0.261642
11,1,17,Left,0.303094,0.321878
11,1,17,Right,0.329149,0.294725
11,1,17,FrontoParietal,0.258335,0.246188
11,1,18,Frontal,0.272833,0.253630
11,1,18,Central,0.369107,0.315882
11,1,18,Parietal,0.249973,0.236022
11,1,18,Left,0.300061,0.305044
11,1,18,Right,0.296955,0.244883
11,1,18,FrontoParietal,0.237635,0.237518
11,2,1,Frontal,0.224876,0.261828
11,2,1,Central,0.290267,0.388440
11,2,1,Parietal,0.269257,0.332605
11,2,1,Left,0.302579,0.362810
11,2,1,Right,0.230480,0.280521
11,2,1,FrontoParietal,0.230952,0.261369
11,2,2,Frontal,0.247286,0.263562
11,2,2,Central,0.376258,0.300928
11,2,2,Parietal,0.305153,0.281324
11,2,2,Left,0.319899,0.287641
11,2,2,Right,0.254869,0.253388
11,2,2,FrontoParietal,0.238711,0.210199
11,2,3,Frontal,0.232577,0.233474
11,2,3,Central,0.389121,0.465745
11,2,3,Parietal,0.267427,0.309610
11,2,3,Left,0.286959,0.317019
11,2,3,Right,0.276035,0.272797
11,2,3,FrontoParietal,0.224071,0.246443
11,2,4,Frontal,0.244896,0.223756
11,2,4,Central,0.366631,0.379330
11,2,4,Parietal,0.299677,0.264623
11,2,4,Left,0.309305,0.335855
11,2,4,Right,0.290524,0.245628
11,2,4,FrontoParietal,0.258569,0.238140
11,2,5,Frontal,0.243288,0.261363
11,2,5,Central,0.354122,0.417553
11,2,5,Parietal,0.268964,0.302232
11,2,5,Left,0.286271,0.336151
11,2,5,Right,0.283061,0.283404
11,2,5,FrontoParietal,0.239040,0.249666
11,2,6,Frontal,0.306735,0.342602
11,2,6,Central,0.484202,0.490080
11,2,6,Parietal,0.329974,0.315026
11,2,6,Left,0.393265,0.351841
11,2,6,Right,0.335888,0.389810
11,2,6,FrontoParietal,0.310181,0.305134
11,2,7,Frontal,0.273665,0.222598
11,2,7,Central,0.400954,0.306644
11,2,7,Parietal,0.288260,0.273817
11,2,7,Left,0.324699,0.274753
11,2,7,Right,0.289644,0.269534
11,2,7,FrontoParietal,0.259256,0.226883
11,2,8,Frontal,0.291813,0.272848
11,2,8,Central,0.438331,0.438850
11,2,8,Parietal,0.314866,0.319929
11,2,8,Left,0.345870,0.351445
11,2,8,Right,0.325722,0.286991
11,2,8,FrontoParietal,0.276461,0.265705
11,2,9,Frontal,0.246831,0.278383
11,2,9,Central,0.400687,0.419505
11,2,9,Parietal,0.306619,0.312999
11,2,9,Left,0.282317,0.347159
11,2,9,Right,0.306422,0.295849
11,2,9,FrontoParietal,0.246816,0.258341
11,2,10,Frontal,0.261435,0.268631
11,2,10,Central,0.406292,0.471664
11,2,10,Parietal,0.329039,0.302751
11,2,10,Left,0.326174,0.354495
11,2,10,Right,0.300187,0.304814
11,2,10,FrontoParietal,0.264390,0.264665
11,2,11,Frontal,0.319865,0.260706
11,2,11,Central,0.519412,0.379560
11,2,11,Parietal,0.380136,0.275002
11,2,11,Left,0.400359,0.307951
11,2,11,Right,0.360462,0.294208
11,2,11,FrontoParietal,0.316135,0.247900
11,2,12,Frontal,0.253526,0.247930
11,2,12,Central,0.401211,0.385446
11,2,12,Parietal,0.293125,0.272780
11,2,12,Left,0.324587,0.293669
11,2,12,Right,0.277571,0.293814
11,2,12,FrontoParietal,0.257696,0.235943
11,2,13,Frontal,0.272107,0.255641
11,2,13,Central,0.486347,0.411775
11,2,13,Parietal,0.324475,0.295922
11,2,13,Left,0.367099,0.296257
11,2,13,Right,0.308480,0.315781
11,2,13,FrontoParietal,0.270830,0.258542
11,2,14,Frontal,0.347456,0.249446
11,2,14,Central,0.541671,0.334759
11,2,14,Parietal,0.349102,0.268194
11,2,14,Left,0.388319,0.284996
11,2,14,Right,0.386888,0.262559
11,2,14,FrontoParietal,0.310545,0.236383
11,2,15,Frontal,0.254032,0.255830
